Username,Email,Role,Password
stud_class_9_b_2,student_class_9_b_2@school.com,student,student123
stud_class_9_b_20,student_class_9_b_20@school.com,student,student123
stud_class_9_b_3,student_class_9_b_3@school.com,student,student123
stud_class_9_b_4,student_class_9_b_4@school.com,student,student123
stud_class_9_b_5,student_class_9_b_5@school.com,student,student123
stud_class_9_b_6,student_class_9_b_6@school.com,student,student123
stud_class_9_b_7,student_class_9_b_7@school.com,student,student123
stud_class_9_b_8,student_class_9_b_8@school.com,student,student123
stud_class_9_b_9,student_class_9_b_9@school.com,student,student123
stud_class_9_c_1,student_class_9_c_1@school.com,student,student123
stud_class_9_c_10,student_class_9_c_10@school.com,student,student123
stud_class_9_c_11,student_class_9_c_11@school.com,student,student123
stud_class_9_c_12,student_class_9_c_12@school.com,student,student123
stud_class_9_c_13,student_class_9_c_13@school.com,student,student123
stud_class_9_c_14,student_class_9_c_14@school.com,student,student123
stud_class_9_c_15,student_class_9_c_15@school.com,student,student123
stud_class_9_c_16,student_class_9_c_16@school.com,student,student123
stud_class_9_c_17,student_class_9_c_17@school.com,student,student123
stud_class_9_c_18,student_class_9_c_18@school.com,student,student123
stud_class_9_c_19,student_class_9_c_19@school.com,student,student123
stud_class_9_c_2,student_class_9_c_2@school.com,student,student123
stud_class_9_c_20,student_class_9_c_20@school.com,student,student123
stud_class_9_c_3,student_class_9_c_3@school.com,student,student123
stud_class_9_c_4,student_class_9_c_4@school.com,student,student123
stud_class_9_c_5,student_class_9_c_5@school.com,student,student123
stud_class_9_c_6,student_class_9_c_6@school.com,student,student123
stud_class_9_c_7,student_class_9_c_7@school.com,student,student123
stud_class_9_c_8,student_class_9_c_8@school.com,student,student123
stud_class_9_c_9,student_class_9_c_9@school.com,student,student123
stud_class_9_d_1,student_class_9_d_1@school.com,student,student123
stud_class_9_d_10,student_class_9_d_10@school.com,student,student123
stud_class_9_d_11,student_class_9_d_11@school.com,student,student123
stud_class_9_d_12,student_class_9_d_12@school.com,student,student123
stud_class_9_d_13,student_class_9_d_13@school.com,student,student123
stud_class_9_d_14,student_class_9_d_14@school.com,student,student123
stud_class_9_d_15,student_class_9_d_15@school.com,student,student123
stud_class_9_d_16,student_class_9_d_16@school.com,student,student123
stud_class_9_d_17,student_class_9_d_17@school.com,student,student123
stud_class_9_d_18,student_class_9_d_18@school.com,student,student123
stud_class_9_d_19,student_class_9_d_19@school.com,student,student123
stud_class_9_d_2,student_class_9_d_2@school.com,student,student123
stud_class_9_d_20,student_class_9_d_20@school.com,student,student123
stud_class_9_d_3,student_class_9_d_3@school.com,student,student123
stud_class_9_d_4,student_class_9_d_4@school.com,student,student123
stud_class_9_d_5,student_class_9_d_5@school.com,student,student123
stud_class_9_d_6,student_class_9_d_6@school.com,student,student123
stud_class_9_d_7,student_class_9_d_7@school.com,student,student123
stud_class_9_d_8,student_class_9_d_8@school.com,student,student123
stud_class_9_d_9,student_class_9_d_9@school.com,student,student123
stud_class_9_e_1,student_class_9_e_1@school.com,student,student123
stud_class_9_e_10,student_class_9_e_10@school.com,student,student123
stud_class_9_e_11,student_class_9_e_11@school.com,student,student123
stud_class_9_e_12,student_class_9_e_12@school.com,student,student123
stud_class_9_e_13,student_class_9_e_13@school.com,student,student123
stud_class_9_e_14,student_class_9_e_14@school.com,student,student123
stud_class_9_e_15,student_class_9_e_15@school.com,student,student123
stud_class_9_e_16,student_class_9_e_16@school.com,student,student123
stud_class_9_e_17,student_class_9_e_17@school.com,student,student123
stud_class_9_e_18,student_class_9_e_18@school.com,student,student123
stud_class_9_e_19,student_class_9_e_19@school.com,student,student123
stud_class_9_e_2,student_class_9_e_2@school.com,student,student123
stud_class_9_e_20,student_class_9_e_20@school.com,student,student123
stud_class_9_e_3,student_class_9_e_3@school.com,student,student123
stud_class_9_e_4,student_class_9_e_4@school.com,student,student123
stud_class_9_e_5,student_class_9_e_5@school.com,student,student123
stud_class_9_e_6,student_class_9_e_6@school.com,student,student123
stud_class_9_e_7,student_class_9_e_7@school.com,student,student123
stud_class_9_e_8,student_class_9_e_8@school.com,student,student123
stud_class_9_e_9,student_class_9_e_9@school.com,student,student123
stud_lkg_a_1,student_lkg_a_1@school.com,student,student123
stud_lkg_a_10,student_lkg_a_10@school.com,student,student123
stud_lkg_a_11,student_lkg_a_11@school.com,student,student123
stud_lkg_a_12,student_lkg_a_12@school.com,student,student123
stud_lkg_a_13,student_lkg_a_13@school.com,student,student123
stud_lkg_a_14,student_lkg_a_14@school.com,student,student123
stud_lkg_a_15,student_lkg_a_15@school.com,student,student123
stud_lkg_a_16,student_lkg_a_16@school.com,student,student123
stud_lkg_a_17,student_lkg_a_17@school.com,student,student123
stud_lkg_a_18,student_lkg_a_18@school.com,student,student123
stud_lkg_a_19,student_lkg_a_19@school.com,student,student123
stud_lkg_a_2,student_lkg_a_2@school.com,student,student123
stud_lkg_a_20,student_lkg_a_20@school.com,student,student123
stud_lkg_a_3,student_lkg_a_3@school.com,student,student123
stud_lkg_a_4,student_lkg_a_4@school.com,student,student123
stud_lkg_a_5,student_lkg_a_5@school.com,student,student123
stud_lkg_a_6,student_lkg_a_6@school.com,student,student123
stud_lkg_a_7,student_lkg_a_7@school.com,student,student123
stud_lkg_a_8,student_lkg_a_8@school.com,student,student123
stud_lkg_a_9,student_lkg_a_9@school.com,student,student123
stud_lkg_b_1,student_lkg_b_1@school.com,student,student123
stud_lkg_b_10,student_lkg_b_10@school.com,student,student123
stud_lkg_b_11,student_lkg_b_11@school.com,student,student123
stud_lkg_b_12,student_lkg_b_12@school.com,student,student123
stud_lkg_b_13,student_lkg_b_13@school.com,student,student123
stud_lkg_b_14,student_lkg_b_14@school.com,student,student123
stud_lkg_b_15,student_lkg_b_15@school.com,student,student123
stud_lkg_b_16,student_lkg_b_16@school.com,student,student123
stud_lkg_b_17,student_lkg_b_17@school.com,student,student123
stud_lkg_b_18,student_lkg_b_18@school.com,student,student123
stud_lkg_b_19,student_lkg_b_19@school.com,student,student123
stud_lkg_b_2,student_lkg_b_2@school.com,student,student123
stud_lkg_b_20,student_lkg_b_20@school.com,student,student123
stud_lkg_b_3,student_lkg_b_3@school.com,student,student123
stud_lkg_b_4,student_lkg_b_4@school.com,student,student123
stud_lkg_b_5,student_lkg_b_5@school.com,student,student123
stud_lkg_b_6,student_lkg_b_6@school.com,student,student123
stud_lkg_b_7,student_lkg_b_7@school.com,student,student123
stud_lkg_b_8,student_lkg_b_8@school.com,student,student123
stud_lkg_b_9,student_lkg_b_9@school.com,student,student123
stud_lkg_c_1,student_lkg_c_1@school.com,student,student123
stud_lkg_c_10,student_lkg_c_10@school.com,student,student123
stud_lkg_c_11,student_lkg_c_11@school.com,student,student123
stud_lkg_c_12,student_lkg_c_12@school.com,student,student123
stud_lkg_c_13,student_lkg_c_13@school.com,student,student123
stud_lkg_c_14,student_lkg_c_14@school.com,student,student123
stud_lkg_c_15,student_lkg_c_15@school.com,student,student123
stud_lkg_c_16,student_lkg_c_16@school.com,student,student123
stud_lkg_c_17,student_lkg_c_17@school.com,student,student123
stud_lkg_c_18,student_lkg_c_18@school.com,student,student123
stud_lkg_c_19,student_lkg_c_19@school.com,student,student123
stud_lkg_c_2,student_lkg_c_2@school.com,student,student123
stud_lkg_c_20,student_lkg_c_20@school.com,student,student123
stud_lkg_c_3,student_lkg_c_3@school.com,student,student123
stud_lkg_c_4,student_lkg_c_4@school.com,student,student123
stud_lkg_c_5,student_lkg_c_5@school.com,student,student123
stud_lkg_c_6,student_lkg_c_6@school.com,student,student123
stud_lkg_c_7,student_lkg_c_7@school.com,student,student123
stud_lkg_c_8,student_lkg_c_8@school.com,student,student123
stud_lkg_c_9,student_lkg_c_9@school.com,student,student123
stud_lkg_d_1,student_lkg_d_1@school.com,student,student123
stud_lkg_d_10,student_lkg_d_10@school.com,student,student123
stud_lkg_d_11,student_lkg_d_11@school.com,student,student123
stud_lkg_d_12,student_lkg_d_12@school.com,student,student123
stud_lkg_d_13,student_lkg_d_13@school.com,student,student123
stud_lkg_d_14,student_lkg_d_14@school.com,student,student123
stud_lkg_d_15,student_lkg_d_15@school.com,student,student123
stud_lkg_d_16,student_lkg_d_16@school.com,student,student123
stud_lkg_d_17,student_lkg_d_17@school.com,student,student123
stud_lkg_d_18,student_lkg_d_18@school.com,student,student123
stud_lkg_d_19,student_lkg_d_19@school.com,student,student123
stud_lkg_d_2,student_lkg_d_2@school.com,student,student123
stud_lkg_d_20,student_lkg_d_20@school.com,student,student123
stud_lkg_d_3,student_lkg_d_3@school.com,student,student123
stud_lkg_d_4,student_lkg_d_4@school.com,student,student123
stud_lkg_d_5,student_lkg_d_5@school.com,student,student123
stud_lkg_d_6,student_lkg_d_6@school.com,student,student123
stud_lkg_d_7,student_lkg_d_7@school.com,student,student123
stud_lkg_d_8,student_lkg_d_8@school.com,student,student123
stud_lkg_d_9,student_lkg_d_9@school.com,student,student123
stud_lkg_e_1,student_lkg_e_1@school.com,student,student123
stud_lkg_e_10,student_lkg_e_10@school.com,student,student123
stud_lkg_e_11,student_lkg_e_11@school.com,student,student123
stud_lkg_e_12,student_lkg_e_12@school.com,student,student123
stud_lkg_e_13,student_lkg_e_13@school.com,student,student123
stud_lkg_e_14,student_lkg_e_14@school.com,student,student123
stud_lkg_e_15,student_lkg_e_15@school.com,student,student123
stud_lkg_e_16,student_lkg_e_16@school.com,student,student123
stud_lkg_e_17,student_lkg_e_17@school.com,student,student123
stud_lkg_e_18,student_lkg_e_18@school.com,student,student123
stud_lkg_e_19,student_lkg_e_19@school.com,student,student123
stud_lkg_e_2,student_lkg_e_2@school.com,student,student123
stud_lkg_e_20,student_lkg_e_20@school.com,student,student123
stud_lkg_e_3,student_lkg_e_3@school.com,student,student123
stud_lkg_e_4,student_lkg_e_4@school.com,student,student123
stud_lkg_e_5,student_lkg_e_5@school.com,student,student123
stud_lkg_e_6,student_lkg_e_6@school.com,student,student123
stud_lkg_e_7,student_lkg_e_7@school.com,student,student123
stud_lkg_e_8,student_lkg_e_8@school.com,student,student123
stud_lkg_e_9,student_lkg_e_9@school.com,student,student123
stud_ukg_a_1,student_ukg_a_1@school.com,student,student123
stud_ukg_a_10,student_ukg_a_10@school.com,student,student123
stud_ukg_a_11,student_ukg_a_11@school.com,student,student123
stud_ukg_a_12,student_ukg_a_12@school.com,student,student123
stud_ukg_a_13,student_ukg_a_13@school.com,student,student123
stud_ukg_a_14,student_ukg_a_14@school.com,student,student123
stud_ukg_a_15,student_ukg_a_15@school.com,student,student123
stud_ukg_a_16,student_ukg_a_16@school.com,student,student123
stud_ukg_a_17,student_ukg_a_17@school.com,student,student123
stud_ukg_a_18,student_ukg_a_18@school.com,student,student123
stud_ukg_a_19,student_ukg_a_19@school.com,student,student123
stud_ukg_a_2,student_ukg_a_2@school.com,student,student123
stud_ukg_a_20,student_ukg_a_20@school.com,student,student123
stud_ukg_a_3,student_ukg_a_3@school.com,student,student123
stud_ukg_a_4,student_ukg_a_4@school.com,student,student123
stud_ukg_a_5,student_ukg_a_5@school.com,student,student123
stud_ukg_a_6,student_ukg_a_6@school.com,student,student123
stud_ukg_a_7,student_ukg_a_7@school.com,student,student123
stud_ukg_a_8,student_ukg_a_8@school.com,student,student123
stud_ukg_a_9,student_ukg_a_9@school.com,student,student123
stud_ukg_b_1,student_ukg_b_1@school.com,student,student123
stud_ukg_b_10,student_ukg_b_10@school.com,student,student123
stud_ukg_b_11,student_ukg_b_11@school.com,student,student123
stud_ukg_b_12,student_ukg_b_12@school.com,student,student123
stud_ukg_b_13,student_ukg_b_13@school.com,student,student123
stud_ukg_b_14,student_ukg_b_14@school.com,student,student123
stud_ukg_b_15,student_ukg_b_15@school.com,student,student123
stud_ukg_b_16,student_ukg_b_16@school.com,student,student123
stud_ukg_b_17,student_ukg_b_17@school.com,student,student123
stud_ukg_b_18,student_ukg_b_18@school.com,student,student123
stud_ukg_b_19,student_ukg_b_19@school.com,student,student123
stud_ukg_b_2,student_ukg_b_2@school.com,student,student123
stud_ukg_b_20,student_ukg_b_20@school.com,student,student123
stud_ukg_b_3,student_ukg_b_3@school.com,student,student123
stud_ukg_b_4,student_ukg_b_4@school.com,student,student123
stud_ukg_b_5,student_ukg_b_5@school.com,student,student123
stud_ukg_b_6,student_ukg_b_6@school.com,student,student123
stud_ukg_b_7,student_ukg_b_7@school.com,student,student123
stud_ukg_b_8,student_ukg_b_8@school.com,student,student123
stud_ukg_b_9,student_ukg_b_9@school.com,student,student123
stud_ukg_c_1,student_ukg_c_1@school.com,student,student123
stud_ukg_c_10,student_ukg_c_10@school.com,student,student123
stud_ukg_c_11,student_ukg_c_11@school.com,student,student123
stud_ukg_c_12,student_ukg_c_12@school.com,student,student123
stud_ukg_c_13,student_ukg_c_13@school.com,student,student123
stud_ukg_c_14,student_ukg_c_14@school.com,student,student123
stud_ukg_c_15,student_ukg_c_15@school.com,student,student123
stud_ukg_c_16,student_ukg_c_16@school.com,student,student123
stud_ukg_c_17,student_ukg_c_17@school.com,student,student123
stud_ukg_c_18,student_ukg_c_18@school.com,student,student123
stud_ukg_c_19,student_ukg_c_19@school.com,student,student123
stud_ukg_c_2,student_ukg_c_2@school.com,student,student123
stud_ukg_c_20,student_ukg_c_20@school.com,student,student123
stud_ukg_c_3,student_ukg_c_3@school.com,student,student123
stud_ukg_c_4,student_ukg_c_4@school.com,student,student123
stud_ukg_c_5,student_ukg_c_5@school.com,student,student123
stud_ukg_c_6,student_ukg_c_6@school.com,student,student123
stud_ukg_c_7,student_ukg_c_7@school.com,student,student123
stud_ukg_c_8,student_ukg_c_8@school.com,student,student123
stud_ukg_c_9,student_ukg_c_9@school.com,student,student123
stud_ukg_d_1,student_ukg_d_1@school.com,student,student123
stud_ukg_d_10,student_ukg_d_10@school.com,student,student123
stud_ukg_d_11,student_ukg_d_11@school.com,student,student123
stud_ukg_d_12,student_ukg_d_12@school.com,student,student123
stud_ukg_d_13,student_ukg_d_13@school.com,student,student123
stud_ukg_d_14,student_ukg_d_14@school.com,student,student123
stud_ukg_d_15,student_ukg_d_15@school.com,student,student123
stud_ukg_d_16,student_ukg_d_16@school.com,student,student123
stud_ukg_d_17,student_ukg_d_17@school.com,student,student123
stud_ukg_d_18,student_ukg_d_18@school.com,student,student123
stud_ukg_d_19,student_ukg_d_19@school.com,student,student123
stud_ukg_d_2,student_ukg_d_2@school.com,student,student123
stud_ukg_d_20,student_ukg_d_20@school.com,student,student123
stud_ukg_d_3,student_ukg_d_3@school.com,student,student123
stud_ukg_d_4,student_ukg_d_4@school.com,student,student123
stud_ukg_d_5,student_ukg_d_5@school.com,student,student123
stud_ukg_d_6,student_ukg_d_6@school.com,student,student123
stud_ukg_d_7,student_ukg_d_7@school.com,student,student123
stud_ukg_d_8,student_ukg_d_8@school.com,student,student123
stud_ukg_d_9,student_ukg_d_9@school.com,student,student123
stud_ukg_e_1,student_ukg_e_1@school.com,student,student123
stud_ukg_e_10,student_ukg_e_10@school.com,student,student123
stud_ukg_e_11,student_ukg_e_11@school.com,student,student123
stud_ukg_e_12,student_ukg_e_12@school.com,student,student123
stud_ukg_e_13,student_ukg_e_13@school.com,student,student123
stud_ukg_e_14,student_ukg_e_14@school.com,student,student123
stud_ukg_e_15,student_ukg_e_15@school.com,student,student123
stud_ukg_e_16,student_ukg_e_16@school.com,student,student123
stud_ukg_e_17,student_ukg_e_17@school.com,student,student123
stud_ukg_e_18,student_ukg_e_18@school.com,student,student123
stud_ukg_e_19,student_ukg_e_19@school.com,student,student123
stud_ukg_e_2,student_ukg_e_2@school.com,student,student123
stud_ukg_e_20,student_ukg_e_20@school.com,student,student123
stud_ukg_e_3,student_ukg_e_3@school.com,student,student123
stud_ukg_e_4,student_ukg_e_4@school.com,student,student123
stud_ukg_e_5,student_ukg_e_5@school.com,student,student123
stud_ukg_e_6,student_ukg_e_6@school.com,student,student123
stud_ukg_e_7,student_ukg_e_7@school.com,student,student123
stud_ukg_e_8,student_ukg_e_8@school.com,student,student123
stud_ukg_e_9,student_ukg_e_9@school.com,student,student123
teacher_1,teacher_1@school.com,teacher,teacher123
teacher_10,teacher_10@school.com,teacher,teacher123
teacher_11,teacher_11@school.com,teacher,teacher123
teacher_12,teacher_12@school.com,teacher,teacher123
teacher_13,teacher_13@school.com,teacher,teacher123
teacher_14,teacher_14@school.com,teacher,teacher123
teacher_15,teacher_15@school.com,teacher,teacher123
teacher_16,teacher_16@school.com,teacher,teacher123
teacher_17,teacher_17@school.com,teacher,teacher123
teacher_18,teacher_18@school.com,teacher,teacher123
teacher_19,teacher_19@school.com,teacher,teacher123
teacher_2,teacher_2@school.com,teacher,teacher123
teacher_20,teacher_20@school.com,teacher,teacher123
teacher_21,teacher_21@school.com,teacher,teacher123
teacher_22,teacher_22@school.com,teacher,teacher123
teacher_23,teacher_23@school.com,teacher,teacher123
teacher_24,teacher_24@school.com,teacher,teacher123
teacher_25,teacher_25@school.com,teacher,teacher123
teacher_26,teacher_26@school.com,teacher,teacher123
teacher_27,teacher_27@school.com,teacher,teacher123
teacher_28,teacher_28@school.com,teacher,teacher123
teacher_29,teacher_29@school.com,teacher,teacher123
teacher_3,teacher_3@school.com,teacher,teacher123
teacher_30,teacher_30@school.com,teacher,teacher123
teacher_31,teacher_31@school.com,teacher,teacher123
teacher_32,teacher_32@school.com,teacher,teacher123
teacher_33,teacher_33@school.com,teacher,teacher123
teacher_34,teacher_34@school.com,teacher,teacher123
teacher_35,teacher_35@school.com,teacher,teacher123
teacher_36,teacher_36@school.com,teacher,teacher123
teacher_37,teacher_37@school.com,teacher,teacher123
teacher_38,teacher_38@school.com,teacher,teacher123
teacher_39,teacher_39@school.com,teacher,teacher123
teacher_4,teacher_4@school.com,teacher,teacher123
teacher_40,teacher_40@school.com,teacher,teacher123
teacher_41,teacher_41@school.com,teacher,teacher123
teacher_42,teacher_42@school.com,teacher,teacher123
teacher_43,teacher_43@school.com,teacher,teacher123
teacher_44,teacher_44@school.com,teacher,teacher123
teacher_45,teacher_45@school.com,teacher,teacher123
teacher_46,teacher_46@school.com,teacher,teacher123
teacher_47,teacher_47@school.com,teacher,teacher123
teacher_48,teacher_48@school.com,teacher,teacher123
teacher_49,teacher_49@school.com,teacher,teacher123
teacher_5,teacher_5@school.com,teacher,teacher123
teacher_50,teacher_50@school.com,teacher,teacher123
teacher_51,teacher_51@school.com,teacher,teacher123
teacher_52,teacher_52@school.com,teacher,teacher123
teacher_53,teacher_53@school.com,teacher,teacher123
teacher_54,teacher_54@school.com,teacher,teacher123
teacher_55,teacher_55@school.com,teacher,teacher123
teacher_56,teacher_56@school.com,teacher,teacher123
teacher_57,teacher_57@school.com,teacher,teacher123
teacher_58,teacher_58@school.com,teacher,teacher123
teacher_59,teacher_59@school.com,teacher,teacher123
teacher_6,teacher_6@school.com,teacher,teacher123
teacher_60,teacher_60@school.com,teacher,teacher123
teacher_61,teacher_61@school.com,teacher,teacher123
teacher_62,teacher_62@school.com,teacher,teacher123
teacher_63,teacher_63@school.com,teacher,teacher123
teacher_64,teacher_64@school.com,teacher,teacher123
teacher_7,teacher_7@school.com,teacher,teacher123
teacher_8,teacher_8@school.com,teacher,teacher123
teacher_9,teacher_9@school.com,teacher,teacher123
